grade,atrisk,at_risk_3,read_scale_score,ell_indicator,math_scale_score
8,1,2,1.183899029,No,1.677165118
8,1,2,0.218059387,No,0.048885065
5,1,2,-2.108271819,No,-0.061595283
5,1,2,-2.108271819,No,-1.174202066
6,0,0,-1.299989559,No,-0.061595283
6,0,0,-1.299989559,No,-1.174202066
7,0,0,0.28999876,No,0.763693428
6,1,2,0.043840613,No,1.11115381
5,0,0,-0.144128266,No,-0.756707357
5,0,0,0.691134715,No,0.164037884
7,1,2,0.421376692,No,0.675693823
7,1,2,0.421376692,No,0.544493307
6,1,2,-0.122373851,No,0.675693823
6,1,2,-0.122373851,No,0.544493307
6,0,0,-0.20530847,No,-0.912267998
3,0,0,-3.314241247,No,-0.974797148
3,0,0,-3.314241247,No,-1.90765723
4,0,0,-0.098240875,No,-0.974797148
4,0,0,-0.098240875,No,-1.90765723
3,1,2,-0.021789952,No,0.431230139
6,0,0,0.126430007,No,-0.183887346
5,0,0,1.097603863,No,1.125829596
5,0,0,1.097603863,No,1.212181113
4,0,0,0.707259739,No,1.125829596
4,0,0,0.707259739,No,1.212181113
6,0,0,0.7157557,No,0.227763596
6,0,0,0.7157557,No,0.555641082
5,0,0,0.691134715,No,0.227763596
5,0,0,0.691134715,No,0.555641082
8,1,2,0.942439119,No,2.172728612
7,1,2,0.506743349,No,0.169538052
10,0,0,-1.085060006,No,-1.035334069
4,1,2,0.273060275,No,0.716910943
4,1,2,0.273060275,No,0.60114676
5,1,2,0.600911011,No,0.716910943
5,1,2,0.600911011,No,0.60114676
7,0,0,0.044731568,No,0.443139082
7,0,0,0.044731568,No,0.517253063
8,0,0,0.192508375,No,0.443139082
8,0,0,0.192508375,No,0.517253063
7,1,2,0.126487299,No,0.122584736
7,1,2,0.126487299,No,0.156987311
8,1,2,-0.045162906,No,0.122584736
8,1,2,-0.045162906,No,0.156987311
7,0,0,1.352823262,No,1.340691252
11,0,0,-0.585178434,No,-1.102137984
10,1,2,0.368929696,No,0.316666097
4,0,0,-0.024205741,No,-1.383727022
4,0,0,-0.024205741,No,-1.5089074
3,0,0,-0.934174425,No,-1.383727022
3,0,0,-0.934174425,No,-1.5089074
3,0,0,-0.584164599,No,-0.394081075
3,0,0,-0.584164599,No,-1.709198744
4,0,0,-2.17122461,No,-0.394081075
4,0,0,-2.17122461,No,-1.709198744
8,0,0,0.218059387,No,-1.296215848
3,0,0,-0.304156737,No,-0.97622575
6,1,2,1.014384627,No,0.432193809
6,1,2,1.014384627,No,0.03658646
6,1,2,-0.242000797,No,0.432193809
6,1,2,-0.242000797,No,0.03658646
8,0,0,-0.520505466,No,0.445199913
8,0,0,0.430179655,No,0.250806474
8,0,0,0.430179655,No,0.589306213
7,0,0,0.453510222,No,0.250806474
7,0,0,0.453510222,No,0.589306213
5,0,0,0.302328252,No,-0.154590676
12,0,1,0.713823766,No,0.504038607
5,1,2,0.380089544,No,-1.046750642
5,1,2,0.380089544,No,0.370470172
6,1,2,-0.030816618,No,-1.046750642
6,1,2,-0.030816618,No,0.370470172
10,0,0,-1.098928965,No,-1.719009324
7,0,0,0.126487299,No,0.186695605
7,0,0,0.126487299,No,-0.563544193
8,0,0,-0.282834186,No,0.186695605
8,0,0,-0.282834186,No,-0.563544193
10,0,0,0.442322629,No,0.810163169
8,0,0,1.380864775,No,0.805465665
8,0,0,1.380864775,No,1.340691252
7,0,0,1.352823262,No,0.805465665
7,0,0,1.352823262,No,1.340691252
10,0,0,-0.658571367,No,-0.423579511
5,1,2,-0.63080726,No,-0.536944947
6,0,0,-0.777388937,No,-0.536944947
4,0,0,0.345969926,No,0.2937147
8,1,2,-1.391673348,No,-0.729857569
3,1,2,-1.44759403,No,-0.312251279
3,1,2,-1.44759403,No,-1.90765723
10,1,2,-1.46589363,No,0.378353231
6,0,0,0.706972343,No,1.498196951
6,0,0,0.706972343,No,1.008008268
7,0,0,0.506743349,No,1.498196951
7,0,0,0.506743349,No,1.008008268
3,0,0,1.515894361,No,1.352352951
10,1,2,-0.808308656,No,-0.265647731
5,1,2,-1.220296111,No,-0.688814651
10,1,2,-0.805357233,No,-0.917076582
10,0,0,0.368929696,No,0.440040365
8,0,0,0.861952482,No,1.110806839
3,0,0,-0.592111583,No,-0.59820567
8,0,0,-0.10388716,No,-0.942241923
7,1,2,-2.481089629,No,-1.640648651
7,1,2,-2.481089629,No,-1.665276618
6,1,2,-2.444543194,No,-1.640648651
6,1,2,-2.444543194,No,-1.665276618
8,1,2,-0.747780254,No,-2.287342836
10,0,0,0.368929696,No,0.563414633
4,0,0,0.790180726,No,1.495462767
4,0,0,1.720391822,No,0.940610289
4,0,0,1.720391822,No,0.989523379
5,0,0,1.263168147,No,0.940610289
5,0,0,1.263168147,No,0.989523379
6,0,0,0.541103104,No,-0.0514545
6,0,0,0.541103104,No,-0.083539834
7,0,0,-0.26155656,No,-0.0514545
7,0,0,-0.26155656,No,-0.083539834
3,0,0,1.2358865,No,1.177709548
3,0,0,1.2358865,No,0.627533608
4,0,0,0.420005059,No,1.177709548
4,0,0,0.420005059,No,0.627533608
7,0,0,0.698777415,No,-0.26208048
7,0,0,0.698777415,No,0.084934161
8,0,0,0.271732135,No,-0.26208048
8,0,0,0.271732135,No,0.084934161
5,1,2,0.269782444,No,-0.536944947
5,1,2,0.269782444,No,-0.553029239
5,1,2,-0.63080726,No,-0.536944947
5,1,2,-0.63080726,No,-0.553029239
6,0,0,1.12164544,No,1.751274836
6,0,0,1.12164544,No,1.93503819
7,0,0,1.787243197,No,1.751274836
7,0,0,1.787243197,No,1.93503819
10,1,2,-0.462369469,No,-0.778771956
8,0,0,1.103412392,No,-0.163499289
6,1,2,1.536318537,No,1.118580122
6,1,2,1.536318537,No,1.471523229
7,0,0,1.616509884,No,1.118580122
7,0,0,1.616509884,No,1.471523229
5,1,2,0.302328252,No,0.123575626
5,1,2,0.302328252,No,-0.027139252
6,1,2,0.790412932,No,0.123575626
6,1,2,0.790412932,No,-0.027139252
6,1,2,-0.329445546,No,-0.345767812
6,1,2,-0.329445546,No,-1.110897103
5,1,2,-0.864091137,No,-0.345767812
5,1,2,-0.864091137,No,-1.110897103
7,0,0,1.616509884,No,2.795851689
7,0,0,1.616509884,No,2.320700078
6,0,0,2.365664732,No,2.795851689
6,0,0,2.365664732,No,2.320700078
8,1,2,0.540005935,No,1.181601624
5,1,2,0.224566959,No,-0.154590676
5,1,2,0.224566959,No,0.06185199
6,1,2,0.193155077,No,-0.154590676
6,1,2,0.193155077,No,0.06185199
7,0,0,2.043343166,No,1.008008268
7,0,0,2.043343166,No,1.308388537
6,0,0,0.955776202,No,1.008008268
6,0,0,0.955776202,No,1.308388537
7,1,2,-1.099848665,No,-1.356128848
8,1,2,-2.817994507,No,-1.356128848
8,0,0,2.471685217,No,1.535575548
5,0,0,0.352564586,No,-0.485136533
10,0,0,0.298696742,No,-0.137366674
7,1,2,0.592110005,No,0.422615937
7,1,2,0.592110005,No,0.676926153
6,1,2,0.872841582,No,0.422615937
6,1,2,0.872841582,No,0.676926153
10,1,2,-0.739120819,No,-0.073226146
7,1,2,1.352823262,No,0.733412514
7,1,2,1.352823262,No,0.250806474
8,1,2,1.222417255,No,0.733412514
8,1,2,1.222417255,No,0.250806474
8,0,0,0.588627175,No,-0.131225291
8,0,0,0.588627175,No,-0.197969611
7,0,0,-0.118779894,No,-0.131225291
7,0,0,-0.118779894,No,-0.197969611
8,0,0,-0.667293617,No,-1.508600202
5,0,0,0.435346728,No,1.125829596
5,0,0,0.435346728,No,1.076395701
4,1,2,0.924359471,No,1.125829596
4,1,2,0.924359471,No,1.076395701
7,1,2,1.352823262,No,1.309837718
7,1,2,1.352823262,No,0.507249951
8,1,2,0.509403415,No,1.309837718
8,1,2,0.509403415,No,0.507249951
3,0,0,-0.16437036,No,-0.655396549
4,1,2,1.286192358,No,0.804824878
4,1,2,1.286192358,No,0.035379855
5,1,2,1.014821721,No,0.804824878
5,1,2,1.014821721,No,0.035379855
7,0,0,-0.00545659,No,0.169538052
8,1,2,-1.391966826,No,-0.779703644
8,1,2,-1.391966826,No,-1.223743519
7,1,2,-1.345115858,No,-0.779703644
7,1,2,-1.345115858,No,-1.223743519
6,1,2,-1.449304023,No,-1.728133468
6,1,2,-1.449304023,No,-0.664396371
5,1,2,0.53561213,No,-1.728133468
5,1,2,0.53561213,No,-0.664396371
3,1,2,-1.019852807,No,-1.227305331
8,1,2,0.379032661,No,0.969217269
7,0,0,1.189311801,No,0.891915167
7,0,0,1.189311801,No,0.733412514
8,0,0,0.747074695,No,0.891915167
8,0,0,0.747074695,No,0.733412514
6,0,0,0.872841582,No,2.266120305
10,0,0,-0.116430282,No,0.119195438
10,1,2,-0.18561812,No,1.017162832
6,1,2,-0.10547385,No,-1.110476354
6,1,2,-0.10547385,No,-0.864002558
5,1,2,-0.397523382,No,-1.110476354
5,1,2,-0.397523382,No,-0.864002558
4,0,0,0.490160007,No,0.397468643
4,0,0,0.490160007,No,-0.169079471
5,0,0,0.10421816,No,0.397468643
5,0,0,0.10421816,No,-0.169079471
3,1,2,-0.734691991,No,-0.884160062
3,1,2,0.18585702,No,0.360478482
3,1,2,0.18585702,No,-0.04479427
4,1,2,0.271934792,No,0.360478482
4,1,2,0.271934792,No,-0.04479427
8,0,0,0.861952482,No,1.110806839
4,0,0,-0.616486809,No,-0.103008737
4,0,0,-0.616486809,No,-1.175088493
3,0,0,-0.934174425,No,-0.103008737
3,0,0,-0.934174425,No,-1.175088493
3,0,0,1.095882569,No,1.352352951
3,0,0,1.095882569,No,0.961352515
4,0,0,0.420005059,No,1.352352951
4,0,0,0.420005059,No,0.961352515
3,1,2,0.745872743,No,0.944851678
3,1,2,0.745872743,No,-0.106867989
4,1,2,-0.246311142,No,0.944851678
4,1,2,-0.246311142,No,-0.106867989
5,0,0,-0.30969255,No,0.171686073
5,0,0,-0.30969255,No,-0.077780298
4,0,0,0.345426852,No,0.171686073
4,0,0,0.345426852,No,-0.077780298
8,0,0,0.137572751,No,-0.163499289
8,0,0,0.747074695,No,0.445199913
8,0,0,0.747074695,No,0.379028213
7,0,0,1.352823262,No,0.445199913
7,0,0,1.352823262,No,0.379028213
3,0,0,0.976272902,No,0.431230139
8,0,0,0.509403415,No,0.01288101
8,1,2,-0.828266891,No,-0.163499289
6,0,0,1.686299714,No,0.546392155
6,0,0,1.686299714,No,0.864259264
5,0,0,1.235463763,No,0.546392155
5,0,0,1.235463763,No,0.864259264
10,1,2,-0.600745144,No,-0.265647731
3,0,0,-0.654166564,No,0.226950919
4,0,0,-0.616486809,No,0.226950919
3,0,0,-1.233723419,No,-0.197869522
9,0,0,0.148750896,No,-0.546953778
12,0,0,-0.116430282,No,-0.778771956
8,0,0,3.518011496,No,2.385112967
10,1,2,-0.364999635,No,-2.089132128
5,1,2,-0.708568552,No,-0.431937102
5,1,2,-0.708568552,No,0.100312172
6,1,2,-0.702731705,No,-0.431937102
6,1,2,-0.702731705,No,0.100312172
4,0,0,0.197899659,No,-0.040104207
4,0,0,0.197899659,No,0.013420198
3,0,0,0.955878639,No,-0.040104207
3,0,0,0.955878639,No,0.013420198
3,1,2,-1.019852807,No,-1.742023236
3,1,2,-0.16437036,No,-0.197869522
6,1,2,-1.449304023,No,-0.864002558
6,1,2,-1.449304023,No,-1.30165349
5,1,2,-1.097375015,No,-0.864002558
5,1,2,-1.097375015,No,-1.30165349
3,0,0,-1.074178356,No,-1.909490089
3,0,0,-1.074178356,No,-2.955517645
4,0,0,-1.060697609,No,-1.909490089
4,0,0,-1.060697609,No,-2.955517645
8,1,2,-0.023400523,No,-2.287342836
10,0,0,-2.126430027,No,-0.917076582
4,1,2,-1.174271273,No,-0.850610559
3,0,0,0.955878639,No,2.574856768
3,0,0,0.955878639,No,0.894588734
4,1,2,-2.541400278,No,-0.908033367
4,1,2,-2.541400278,No,-1.092654685
4,0,0,0.996726049,No,0.853217161
4,0,0,0.996726049,No,-0.553029239
5,0,0,-0.475256834,No,0.853217161
5,0,0,-0.475256834,No,-0.553029239
8,1,2,-0.264860433,No,-0.234294074
5,0,0,-0.086478211,No,0.493917445
5,0,0,-0.086478211,No,0.291489308
6,0,0,0.417126773,No,0.493917445
6,0,0,0.417126773,No,0.291489308
7,0,0,0.762843318,No,0.485885409
7,0,0,0.762843318,No,0.478276884
6,0,0,1.702187776,No,0.485885409
6,0,0,1.702187776,No,0.478276884
8,1,2,-0.264860433,No,-0.163499289
10,1,2,-0.323993794,No,-1.420177237
8,0,0,0.700979208,No,0.686038129
8,0,0,-0.667293617,No,-1.508600202
10,0,0,1.820829164,No,1.273724945
3,0,0,0.762402291,No,0.602802774
10,1,2,-0.116430282,No,0.05505491
5,0,0,1.428732431,No,1.687430054
5,0,0,1.428732431,No,1.330288922
4,0,0,2.371691019,No,1.687430054
4,0,0,2.371691019,No,1.330288922
5,1,2,-0.786329845,No,-0.473219235
5,1,2,-0.786329845,No,-1.110897103
6,1,2,-1.225332328,No,-0.473219235
6,1,2,-1.225332328,No,-1.110897103
4,0,0,1.141459203,No,0.239839182
4,0,0,1.141459203,No,-0.21356571
5,0,0,0.600911011,No,0.239839182
5,0,0,0.600911011,No,-0.21356571
6,0,0,-0.180131082,No,-0.345767812
5,0,0,-0.786329845,No,-0.345767812
4,1,2,-0.246311142,No,-0.574214459
4,1,2,-0.246311142,No,-0.452295542
3,1,2,-0.164152807,No,-0.574214459
3,1,2,-0.164152807,No,-0.452295542
3,0,0,-0.021789952,No,-0.083487766
3,0,0,-1.233723419,No,-1.341687088
4,1,2,-0.616486809,No,-0.219437672
4,1,2,-0.616486809,No,-0.440686896
3,1,2,-0.514162633,No,-0.219437672
3,1,2,-0.514162633,No,-0.440686896
5,1,2,0.768896008,No,0.610117867
5,1,2,0.768896008,No,0.9259829
6,1,2,1.163699091,No,0.610117867
6,1,2,1.163699091,No,0.9259829
10,1,2,1.396430758,No,0.871850303
8,0,0,0.271732135,No,-0.05917214
11,0,0,-0.531557307,No,0.119195438
4,0,0,-0.542451675,No,-0.394081075
4,0,0,-0.542451675,No,-0.640978241
3,0,0,-0.164152807,No,-0.394081075
3,0,0,-0.164152807,No,-0.640978241
10,0,0,0.295536763,No,0.069917561
6,1,2,0.491784004,No,0.617364718
6,1,2,0.491784004,No,0.291489308
5,1,2,-0.786329845,No,0.617364718
5,1,2,-0.786329845,No,0.291489308
6,1,2,-1.523961255,No,-1.30165349
6,1,2,-1.523961255,No,-0.802278921
5,1,2,-2.108271819,No,-1.30165349
5,1,2,-2.108271819,No,-0.802278921
8,0,0,0.379032661,No,0.11967985
8,0,0,1.183899029,No,2.172728612
3,0,0,-1.091143011,No,-1.227305331
7,1,2,0.044731568,No,0.373146762
7,1,2,0.044731568,No,-0.005637003
8,1,2,0.113284615,No,0.373146762
8,1,2,0.113284615,No,-0.005637003
10,0,0,0.298696742,No,0.696460191
6,1,2,0.209364627,No,0.279627615
5,0,0,0.269782444,No,-0.688814651
5,0,0,0.269782444,No,-0.509845015
4,0,0,-0.016406035,No,-0.688814651
4,0,0,-0.016406035,No,-0.509845015
7,0,0,1.616509884,No,1.561466422
10,0,0,1.40570214,No,1.209584417
10,0,0,0.921387278,No,2.299973395
3,1,2,-0.592111583,No,0.431230139
3,0,0,-0.021789952,No,0.374039261
8,1,2,0.298546024,No,1.323191194
4,0,0,-1.356838143,No,-1.092654685
4,0,0,-1.356838143,No,-0.640978241
3,0,0,-0.724168529,No,-1.092654685
3,0,0,-0.724168529,No,-0.640978241
4,0,0,0.924359471,No,0.171686073
10,1,2,-1.638562705,No,-1.420177237
6,1,2,0.126430007,No,0.422615937
6,1,2,0.126430007,No,0.279627615
7,0,0,0.165276723,No,0.422615937
7,0,0,0.165276723,No,0.279627615
7,0,0,0.780533146,No,-0.005637003
7,0,0,0.780533146,No,0.517253063
8,0,0,0.588627175,No,-0.005637003
8,0,0,0.588627175,No,0.517253063
5,0,0,0.683693153,No,0.736932172
10,1,2,-0.144820836,No,-0.546953778
3,0,0,-0.654166564,No,-1.308616056
4,0,0,-0.912627342,No,-1.308616056
3,1,2,-1.590174438,No,-1.913595871
8,0,0,-0.184373797,No,-0.800652353
10,1,2,-1.430999192,No,0.568179135
7,1,2,-1.115223125,No,-0.903189172
7,1,2,-1.115223125,No,-1.665276618
7,1,2,-0.445802818,No,-0.903189172
7,1,2,-0.445802818,No,-1.665276618
10,0,0,1.396430758,No,0.748476035
4,1,2,-0.812438386,No,-0.417243828
4,1,2,-0.812438386,No,-0.373538797
5,1,2,-0.806385401,No,-0.417243828
5,1,2,-0.806385401,No,-0.373538797
10,1,2,0.882680227,No,2.599090054
10,1,2,-1.46589363,No,-0.176830975
10,0,0,2.864289418,No,2.043905848
5,1,2,-0.640821117,No,-0.620921945
3,0,0,-0.306950768,No,-1.456068845
7,0,0,0.20824303,No,-0.26208048
7,0,0,0.20824303,No,-0.635597344
8,0,0,0.034060854,No,-0.26208048
8,0,0,0.034060854,No,-0.635597344
4,0,0,0.123864526,No,-0.17363177
10,1,2,-0.047242445,No,0.311617023
4,1,2,0.562526584,No,0.512451617
3,1,2,0.115855055,No,-0.801582347
3,1,2,0.115855055,No,-1.375379837
4,0,0,-0.838592209,No,-0.801582347
4,0,0,-0.838592209,No,-1.375379837
7,1,2,0.165276723,No,-0.846051576
7,1,2,0.165276723,No,-0.020270362
6,1,2,-0.537046948,No,-0.846051576
6,1,2,-0.537046948,No,-0.020270362
3,1,2,-1.305013622,No,-1.227305331
5,0,0,0.10421816,No,-0.417243828
5,0,0,0.10421816,No,-0.032773253
4,1,2,-0.161139189,No,-0.417243828
4,1,2,-0.161139189,No,-0.032773253
3,1,2,-0.094150841,No,0.537350405
3,1,2,-0.094150841,No,-0.707742022
4,1,2,-1.430873276,No,0.537350405
4,1,2,-1.430873276,No,-0.707742022
9,1,2,-0.116430282,No,-0.586350371
3,0,0,-0.024148876,No,0.1880636
3,0,0,-0.024148876,No,0.160187137
4,1,2,-0.542451675,No,0.1880636
4,1,2,-0.542451675,No,0.160187137
4,0,0,0.86421586,No,1.352352951
4,0,0,0.86421586,No,1.361935204
3,0,0,1.375890431,No,1.352352951
3,0,0,1.375890431,No,1.361935204
7,0,0,0.336010036,No,-0.117670923
7,0,0,0.336010036,No,0.54915488
6,0,0,0.209364627,No,-0.117670923
6,0,0,0.209364627,No,0.54915488
8,1,2,0.942439119,No,1.464780763
5,0,0,-1.019613723,No,-0.802278921
5,0,0,-1.019613723,No,-2.066362033
6,0,0,-0.9267034,No,-0.802278921
6,0,0,-0.9267034,No,-2.066362033
4,0,0,1.30842666,No,1.295171423
4,0,0,1.30842666,No,1.177709548
3,0,0,0.955878639,No,1.295171423
3,0,0,0.955878639,No,1.177709548
7,0,0,-2.481089629,No,-1.640648651
7,0,0,-2.481089629,No,-3.057204988
7,0,0,0.421376692,No,1.181849594
7,0,0,0.421376692,No,0.412060461
6,0,0,0.209364627,No,1.181849594
6,0,0,0.209364627,No,0.412060461
3,0,0,-0.374158703,No,0.427242263
4,0,0,0.271934792,No,0.427242263
5,0,0,1.097603863,No,1.008502995
5,0,0,1.097603863,No,0.989523379
4,0,0,1.720391822,No,1.008502995
4,0,0,1.720391822,No,0.989523379
7,1,2,-1.456689751,No,-0.316320192
7,1,2,-1.456689751,No,-1.159120847
6,1,2,-1.034654664,No,-0.316320192
6,1,2,-1.034654664,No,-1.159120847
4,1,2,-0.394381408,No,-0.240395552
4,1,2,-0.394381408,No,0.711993808
3,1,2,0.815874708,No,-0.240395552
3,1,2,0.815874708,No,0.711993808
5,0,0,0.691134715,No,0.291489308
5,0,0,0.691134715,No,0.493917445
6,0,0,0.641098468,No,0.291489308
6,0,0,0.641098468,No,0.493917445
4,1,2,-3.429821879,No,-1.709198744
4,1,2,-3.429821879,No,-1.383727022
3,1,2,-2.124207836,No,-1.709198744
3,1,2,-2.124207836,No,-1.383727022
10,0,0,-1.015872168,No,-0.393928787
7,0,0,-0.118779894,No,0.443139082
7,1,2,0.617021684,No,0.517253063
7,1,2,0.617021684,No,0.891915167
8,0,0,0.588627175,No,0.517253063
8,0,0,0.588627175,No,0.891915167
3,1,2,-0.592111583,No,-2.542695532
5,0,0,-1.385860395,No,-0.892492769
5,0,0,-1.385860395,No,-0.23723258
4,0,0,-0.016406035,No,-0.892492769
4,0,0,-0.016406035,No,-0.23723258
5,1,2,0.187000302,No,-0.485136533
5,1,2,0.187000302,No,-0.509845015
4,1,2,-0.088772612,No,-0.485136533
4,1,2,-0.088772612,No,-0.509845015
10,1,2,0.589108495,No,1.180285972
3,1,2,-1.074178356,No,0.362707003
3,1,2,-1.074178356,No,0.316848382
3,1,2,-0.877272399,No,0.362707003
3,1,2,-0.877272399,No,0.316848382
3,0,0,0.263370863,No,-0.369442157
7,1,2,1.189311801,No,0.507249951
7,1,2,1.189311801,No,-0.131225291
8,1,2,0.905522215,No,0.507249951
8,1,2,0.905522215,No,-0.131225291
4,1,2,-0.764557075,No,-0.974797148
4,1,2,-0.764557075,No,-0.918011282
3,1,2,-0.584164599,No,-0.974797148
3,1,2,-0.584164599,No,-0.918011282
11,0,0,-0.7319643,No,-0.793702314
6,1,2,-0.9267034,No,-0.678831648
4,0,0,0.707259739,No,0.035379855
7,0,0,-1.029856469,No,-1.441999382
6,1,2,-1.615197,No,-1.441999382
10,1,2,0.735894361,No,0.933537437
9,0,0,0.713823766,No,0.953022304
5,0,0,-2.41931699,No,-0.678831648
5,0,0,-2.41931699,No,-0.664396371
6,0,0,-0.9267034,No,-0.678831648
6,0,0,-0.9267034,No,-0.664396371
3,0,0,1.375890431,No,1.061280613
3,0,0,1.375890431,No,1.16164386
4,0,0,1.900707728,No,1.061280613
4,0,0,1.900707728,No,1.16164386
3,1,2,0.18585702,No,0.071634665
3,1,2,0.18585702,No,-0.106867989
4,1,2,-0.246311142,No,0.071634665
4,1,2,-0.246311142,No,-0.106867989
9,0,1,-0.047242445,No,-0.586350371
5,0,0,1.428732431,No,0.397468643
5,0,0,1.428732431,No,0.853217161
4,0,0,0.996726049,No,0.397468643
4,0,0,0.996726049,No,0.853217161
6,1,2,1.686299714,No,0.100312172
6,1,2,1.686299714,No,0.9259829
5,0,0,0.224566959,No,0.100312172
5,0,0,0.224566959,No,0.9259829
6,1,2,-0.702916187,No,0.042999109
6,1,2,-0.702916187,No,0.412060461
7,0,0,0.336010036,No,0.042999109
7,0,0,0.336010036,No,0.412060461
3,1,2,-1.233723419,No,-1.170114453
10,0,0,0.575448092,No,1.658568114
8,1,2,-0.045162906,No,-0.454413088
8,1,2,-0.045162906,No,-0.203278441
7,1,2,-1.018092934,No,-0.454413088
7,1,2,-1.018092934,No,-0.203278441
10,0,0,-0.658571367,No,-0.917076582
5,1,2,-1.054731827,No,-0.620921945
6,0,0,0.7157557,No,1.419771992
6,0,0,0.7157557,No,2.585614936
5,0,0,0.924418593,No,1.419771992
5,0,0,0.924418593,No,2.585614936
3,1,2,-1.80404505,No,-2.085168506
3,1,2,0.049500252,No,0.316848382
3,0,0,-0.378240972,No,-0.312251279
4,0,0,-0.450605499,No,-0.077780298
4,0,0,-0.450605499,No,0.171686073
5,0,0,-0.889167543,No,-0.077780298
5,0,0,-0.889167543,No,0.171686073
8,0,0,-0.758176746,No,-0.779703644
5,0,0,1.097603863,No,1.551644642
5,0,0,1.097603863,No,0.989523379
4,0,0,0.924359471,No,1.551644642
4,0,0,0.924359471,No,0.989523379
5,0,0,0.766475295,No,0.736932172
3,1,2,0.691112087,No,0.659993652
10,0,0,1.613265652,No,1.017162832
10,0,0,-0.254805957,No,1.017162832
3,0,0,1.11885331,No,1.003138922
6,1,2,-0.9267034,No,-1.728133468
3,1,2,1.903045553,No,1.289093313
4,1,2,0.055960543,No,0.465361348
4,1,2,0.055960543,No,0.853217161
5,1,2,-0.971949685,No,0.465361348
5,1,2,-0.971949685,No,0.853217161
9,1,2,-1.085060006,No,-0.778771956
8,0,0,0.057086114,No,-0.02190972
10,0,0,-0.669932981,No,-0.778771956
4,0,0,1.160356393,No,1.701639756
4,0,0,1.160356393,No,1.295171423
3,0,0,1.515894361,No,1.701639756
3,0,0,1.515894361,No,1.295171423
5,1,2,1.014821721,No,0.376145399
5,1,2,1.014821721,No,0.261683231
4,1,2,0.779626316,No,0.376145399
4,1,2,0.779626316,No,0.261683231
8,1,2,-2.104980667,No,-1.139969397
8,1,2,-2.104980667,No,-2.441850034
7,1,2,-0.854581472,No,-1.139969397
7,1,2,-0.854581472,No,-2.441850034
5,1,2,-0.640821117,No,-0.577998124
5,1,2,-0.640821117,No,-0.824600063
4,1,2,-0.161139189,No,-0.577998124
4,1,2,-0.161139189,No,-0.824600063
6,0,0,1.910271409,No,1.790113811
6,0,0,1.910271409,No,1.820906393
5,0,0,1.624270226,No,1.790113811
5,0,0,1.624270226,No,1.820906393
10,1,2,-0.291606702,No,-0.053456707
8,0,0,1.222417255,No,-0.347384742
5,1,2,-0.242000797,No,0.291489308
5,1,2,-0.242000797,No,0.432193809
6,1,2,-0.254788314,No,0.291489308
6,1,2,-0.254788314,No,0.432193809
7,1,2,-0.037024163,No,-0.390302218
7,1,2,-0.037024163,No,-1.139969397
8,1,2,0.430179655,No,-0.390302218
8,1,2,0.430179655,No,-1.139969397
7,0,0,0.250643379,No,0.875575422
7,0,0,0.250643379,No,0.485885409
6,0,0,0.375233866,No,0.875575422
6,0,0,0.375233866,No,0.485885409
8,1,2,-4.006350908,No,-1.736630473
8,1,2,-4.006350908,No,-0.635597344
6,1,2,0.458168485,No,-1.159120847
6,1,2,0.458168485,No,-0.514969461
7,1,2,0.165276723,No,-1.159120847
7,1,2,0.165276723,No,-0.514969461
10,0,0,-0.585178434,No,0.933537437
6,1,2,0.375233866,No,1.245119065
6,1,2,0.375233866,No,1.008008268
7,1,2,0.592110005,No,1.245119065
7,1,2,0.592110005,No,1.008008268
4,1,2,-0.667705231,No,-0.646151232
4,1,2,-0.667705231,No,-0.756707357
5,1,2,-0.889167543,No,-0.646151232
5,1,2,-0.889167543,No,-0.756707357
7,1,2,-1.753894513,No,-1.736630473
10,1,2,0.644635929,No,-0.393928787
5,0,0,-0.086478211,No,0.802535628
5,0,0,-0.086478211,No,0.673843579
6,1,2,0.7157557,No,0.802535628
6,1,2,0.7157557,No,0.673843579
4,0,0,-1.356838143,No,-1.375379837
4,0,0,-1.356838143,No,-2.256944035
3,0,0,-1.424188183,No,-1.375379837
3,0,0,-1.424188183,No,-2.256944035
4,0,0,0.273060275,No,0.465361348
4,0,0,0.273060275,No,0.035379855
5,0,0,0.269782444,No,0.465361348
5,0,0,0.269782444,No,0.035379855
10,0,0,0.298696742,No,0.119195438
7,1,2,0.126487299,No,-0.069747872
7,1,2,0.126487299,No,-0.275331592
8,1,2,0.034060854,No,-0.069747872
8,1,2,0.034060854,No,-0.275331592
6,1,2,-0.122373851,No,-0.083539834
6,1,2,-0.122373851,No,-1.441999382
7,1,2,-0.00545659,No,-0.083539834
7,1,2,-0.00545659,No,-1.441999382
5,0,0,1.079941178,No,0.992472139
5,0,0,1.079941178,No,1.790113811
6,0,0,1.313013555,No,0.992472139
6,0,0,1.313013555,No,1.790113811
3,0,0,0.762402291,No,0.145275747
6,1,2,-0.702731705,No,-0.409493523
6,1,2,-0.702731705,No,-0.431937102
5,1,2,-0.319762089,No,-0.409493523
5,1,2,-0.319762089,No,-0.431937102
10,0,0,1.128950791,No,0.375757551
4,1,2,1.30842666,No,0.694297389
4,1,2,1.30842666,No,0.595564873
3,1,2,0.815874708,No,0.694297389
3,1,2,0.815874708,No,0.595564873
7,1,2,-2.481089629,No,-0.316320192
7,1,2,-2.481089629,No,-1.032581904
6,1,2,0.043495388,No,-0.316320192
6,1,2,0.043495388,No,-1.032581904
8,0,0,0.984745975,No,0.805465665
